name,sub_name,score,price,labels,introduction,address
M3 Italian,,4,$201-400,意大利菜/海鮮,Fusion意大利菜餐廳，有多款牛扒及海鮮菜式供應，食物都是水準之作，值得一試。,沙田沙角街8-12號花園城1期地下2號舖
Chalet,,4,$101-200,西式/多國菜,以瑞士小木屋為藍本設計的餐廳及酒吧，環境優美，以合理的價錢供應多款西餐，包括招牌北海道蟹肉意大利飯及傳統法式油封鴨腿配芒果莎莎。,荃灣青山公路407-411號金荃大廈地下B鋪 (8咪半對面)
Vision 8,,4,$201-400,意大利菜/西式,主打意大利菜的西餐廳，有自家製Pizza，意粉，牛扒和生蠔等選擇。,荃灣兆和街34號永安樓地舖
Catee,,4.5,$101-200,西式/多國菜,,荃灣楊屋道73號地下
Backyard,,4,$101-200,意大利菜/咖啡店,,荃灣青山公路荃灣段388號中國染廠大廈(8咪半)地下G1號舖
Girlboss by Master Kama,,4,$101-200,西式/薄餅/漢堡包,以粉紅色及女性主義為主題的餐廳，主打低鹽低脂的健康食物，如蟹肉牛油果蘋果青瓜沙律、流心芝士龍蝦三文治、南瓜甜酒燴意大利飯飯等。飲品造型精美，茶飲選用日本名茶Karel Capek、LUPICIA沖調，更有不同適合女生的酒精特調，非常適合打卡。,荃灣大壩街4-30號荃灣廣場4樓432號舖
荳子,BEANS The Backyard,4,$101-200,西式/甜品/糖水/All Day Breakfast/咖啡店,將軍澳區內文青路線cafe，意粉主食有水準已值一讚，店中甜品花款多而且有誠意，另外更有3D拉花咖啡供應。,將軍澳唐賢街9號PopCorn商場1樓F95號舖
亞蘇爾,Azores,4,$101-200,葡國菜,,元朗元龍街9號形點1期2樓2056號舖
夏捌月,Summer August,4,$101-200,西式,本地西餐廳，定價合理而且出品用心。例如招牌菜蟹肉蟹膏意粉就用了不少蟹膏，濃郁鮮甜。德國鹹豬手配蜜糖芥末亦分量十足。,元朗媽橫路7號富來花園A座地下15號舖
Story Steak & Pasta,,4,$51-100,意大利菜/西餐廳,,元朗鳳攸南街9號好順利大廈地下3號舖
風車,Windmill Restaurant & Bar,4,$101-200,西班牙菜/西式/酒吧,,大圍積存街50號葵偉樓地舖
El Cerdo,,4,$201-400,西班牙菜,,荃灣大壩街77號地舖
Oyster Season,Oyster Season,4.5,$201-400,秘魯菜/多國菜/海鮮/酒吧/蠔吧,,元朗元朗馬田路38號怡豐花園A座地下67號舖
Ent Restaurant and Bar,,4.5,$101-200,西式/墨西哥菜/素食/薄餅/沙律,,大埔大尾篤汀角路龍尾村20號A地舖
Vortex American Snack Bar,,4,$51-100,美國菜/墨西哥菜/秘魯菜/漢堡包/西式糕點,,將軍澳將軍澳唐明街1號富康花園地下46號舖
Cali-Mex Bar & Grill,,4,$101-200,美國菜/墨西哥菜,,西貢灣景街22號地舖
墨西哥卷專門店,Mexiroll,4,$50以下,西式/墨西哥菜,所有食品 即叫即整,葵芳葵富路7號葵涌廣場2樓2012號鋪
燃味棧,InTaste,3,$50以下,墨西哥菜/小食店,,屯門龍門路43號龍門居第四座地下76B號舖
伍樓平台 Party Room,5 Platform Party Room,,$201-400,港式/墨西哥菜/自助餐/燒烤場,,沙田石門安群街1號京瑞廣場二期5樓P室
18樓雞煲火鍋專門店,,4,$101-200,粵菜 (廣東)/火鍋/雞煲,,荃灣眾安街55號大鴻輝(荃灣)中心18樓
養心殿台式養生鍋,,4,$201-400,台灣菜/火鍋,麻辣拼酸菜白肉鍋是人氣湯底之選。裝修走古樸風，木屏風及鏤空雕花的隔格， 有私隱度同時亦保留空間感。少見配料有飛機直送蔬菜，自家製水餃和手打丸。,荃灣眾安街55號大鴻輝(荃灣)中心17樓
肉餅哥小炒料理,Meat Pie Gor,3.5,$51-100,粵菜 (廣東)/港式/中菜館,以32款肉餅為主打的港式小店，招牌菜有原隻新鮮龍蝦肉餅、蟹膏蟹蓋肉餅、流心芝士肉餅及黑松露帆立貝肉餅。,荃灣聯仁街28號康睦庭園地下3號舖
馬辣台式鴛鴦火鍋,,4,$101-200,台灣菜/火鍋,,荃灣眾安街55號大鴻輝(荃灣)中心8樓
九份•十分,Jiufen Shifen,4,$51-100,台灣菜,走新派路線的台灣菜館，鹽酥雞配上六種調味粉供食客自行調味，包括咖喱、紫菜和芝士粉等。,沙田大涌橋路20-30號河畔花園地下27-28號舖
龍門一番 上海·紫砂燉湯,,4,$101-200,滬菜 (上海)/中菜館,,荃灣青山公路荃灣段388號中國染廠大廈(8咪半)1樓105號舖
極品煮意 鷄煲.烤魚.火煱,Optimal Taste,4,$101-200,粵菜 (廣東)/港式/火鍋/雞煲,,葵芳盛芳街40號寬德大廈2樓
八妹雞煲,,4,$101-200,川菜 (四川)/火鍋/雞煲,雞煲火鍋專門店，用料新鮮，更提供即叫即炸的自家製響鈴，香脆可口。,大埔舊墟直街4-20號美新大廈地下A1號舖
九份•十分,Jiufen Shifen,4,$51-100,台灣菜,走新派路線的台灣菜館，鹽酥雞配上六種調味粉供食客自行調味，包括咖喱、紫菜和芝士粉等。,天水圍天華路30號T Town南翼 2樓201號舖
餃子屋,,4,$50以下,京川滬/雲吞/餃子,提供湯餃及煎餃的餃子專門店，餃子選擇相當多，有傳統有新式，芝士控要試芝士煎餃。湯餃的湯底是無添加味精的老火湯，十分滋補。,荃灣西樓角路202-216荃昌商場1樓58號舖
莆田,PUTIEN,4,$101-200,閩菜 (福建)/海鮮/山珍海味/中菜館,地道福建菜。餐館取名自中國福建省的沿海城市莆田市，餐廳將莆田清淡純樸、鄉間風味和民族文化特色帶到香港，讓客人品嚐得到莆田菜的精髓。,元朗元龍街9號形點一期2樓2040號舖
桂花小幸,B+BC Cafe,4,$51-100,台灣菜/台式飲品,,將軍澳唐德街1號將軍澳廣場1樓133-135號舖
彩興來來火鍋,Choi Hing Lor Lor Hot Pot,4,$101-200,港式/川菜 (四川)/火鍋/雞煲,,將軍澳唐賢街帝景灣商場1樓34-35號舖
叁茶陸飯,CHA FAN,3.5,$51-100,台灣菜/台式飲品,,荃灣青山公路388號中國染廠大廈中染新城1樓117號舖
老闆娘雲南米線,,3.5,$50以下,滇菜 (雲南)/粉麵/米線,人氣雲南米線店，可自選湯底及配料。小店的特色是老闆堅持用小鍋煮每一碗米線，以確保留住食材的精華並且入味。,荃灣曹公街8號香車街熟食中心3樓28-29號舖
肉餅哥小炒料理,Meat Pie Gor,4,$51-100,粵菜 (廣東)/港式/中菜館,大圍名物—肉餅哥，將普通的肉餅由家常小菜創作出多款獨特口味，而且肉餅有煎有蒸。現亦提供素肉肉餅給素食人士選擇。,大圍美田路30號美林邨熟食亭5-8號
心夜來潮,,3.5,$51-100,潮州菜/海鮮/粉麵/米線/粥品/小食店,較受歡迎的有潮汕海鮮粥，顧客可自由選擇喜歡的材料，如膏蟹、蜆及鮑魚等，粥底鮮甜。,荃灣三陂坊30號地舖
倫哥火鍋私房菜,,4,$201-400,粵菜 (廣東)/港式/火鍋/海鮮/私房菜/名人店,藝人杜大偉開設的火鍋店。雞煲、火鍋一應俱全。海鮮拼盤、刺身拼盤等食材新鮮而且份量十足。,元朗鳳攸南街9號好順利大廈1樓
富臨薈,FL Fusion,4,$101-200,粵菜 (廣東)/川菜 (四川)/中菜館/酒樓,,沙田正街11-17號偉華中心2樓9A-9B舖
唐宮小聚,Social Place,4,$101-200,粵菜 (廣東)/點心/中菜館,主打摩登點心的中菜館，旨在為客人提供一個舒適亦有活力的用餐環境，讓客人可在舒適自在的環境中品嚐時尚健康的中菜。,荃灣楊屋道1號荃新天地1期UG層43及81號舖
盛記盆菜&盛記麵家,Shing Kee Noodles,4,$101-200,粵菜 (廣東)/火鍋/粉麵/米線/中菜館/熟食中心,裝修佈局混合文青和大排檔風格的小店，日間為茶餐廳及麵店，晚上為火鍋店，另售盆菜。,沙田瀝源熟食中心5號舖
樂天皇朝,Paradise Dynasty,4,$101-200,粵菜 (廣東)/滬菜 (上海)/中式包點/中菜館,,青衣青敬路33號青衣城3樓310B號舖
Drink氣鍋,,4.5,$201-400,粵菜 (廣東)/火鍋/蒸氣火鍋/私房菜,,火炭坳背灣街38-40號華衛工業中心地下4號G舖
沙田18,Sha Tin 18,4,$201-400,粵菜 (廣東)/中菜館/酒店餐廳,設計新穎同時富有中國特式的中餐廳，提供各款廣東名菜，戶外山景陽臺提供獨一無二的飲食體驗。大廳設有開放式廚房，另有5個各富特色的獨立房及一個後現代中國式花園露台。,沙田澤祥街18號沙田凱悅酒店4樓
建榮特色桑拿菜火鍋店,,4,$101-200,粵菜 (廣東)/火鍋/大牌檔,,屯門建榮街32號建榮熟食市場地下C6號舖
群記牛肉圓豬手,Kwan Kee Beef Balls & Pork Knuckles,3.5,$50以下,粵菜 (廣東)/粉麵/米線,粉嶺區內數十年老字號，以豬手而馳名，豬皮脆、豬手腍，想吃的話要趁早，每天賣完即止。,粉嶺聯和墟聯昌街5號豐景樓地下
彩福皇宴,Choi Fook Royal Banquet,4,$101-200,粵菜 (廣東)/海鮮/點心/酒樓,,沙田石門安群街3號京瑞廣場一期3樓
鮨文,Sushi Man,4.5,$801以上,日本菜/壽司/刺身/廚師發辦,正宗日本菜，食材超過九成從日本進口，其中包括香港較少見的鮪魚面頰及魚鮫。,元朗仁樂坊5號利發大廈地下E舖
OPPA韓國燒肉店,OPPA Korean Restaurant,4,$101-200,韓國菜/海鮮/烤肉/咪嘥嘢食店,提供海鮮類和肉類的韓式燒烤店，還有大受歡迎的烤蛋漿。店內佈置走街頭藝術風，玩味十足。,大埔舊墟直街4-20號美新大廈地下B2舖
和氣食堂,Waki Shokudo,4,$101-200,日本菜/壽司/刺身/烏冬,,沙田大涌橋路20-30號河畔花園地下35號舖
越味皇,,4,$50以下,越南菜/粉麵/米線,,荃灣路德圍12號地舖
金田家,Kanada-ya,4,$51-100,日本菜/拉麵,來自日本福岡縣，曾被日本搵食網選為2013年最佳食店之一。18小時長煮湯底加秘製醬料令它有別於一般在港吃到的拉麵，叉燒更是選用來自沖繩和鹿兒島的豬肉。,元朗元龍街9號形點一期1樓1023號舖
福丸水產 鉄板燒 日本料理,Fukumaru Teppanyaki Japanese Restaurant,4.5,$201-400,日本菜/海鮮/鐵板燒/壽司/刺身/居酒屋,以古代日本木魚船為主題，全層六千尺，設有多組魚池，三大VIP房間及舒適卡座。本餐廳使用上等食材，新鮮活水產由日本直送，讓食客一嘗活魚刺身和活貝浜燒。福丸同時提供Omakase-廚師發板，由總廚嚴選當日最新鮮、最時令的食材炮製頂級日本料理，歡迎致電查詢。,荃灣川龍街118號百悅坊11樓全層
薄荷葉泰國菜,Mint Thai House,4,$101-200,泰國菜/海鮮/酒吧,元朗區平靚正泰菜餐廳，海鮮系泰國菜用料夠新鮮而且做法正宗，另外餐廳有室外座位有泰國街檔風味。,元朗安康路怡康大廈地下12-13號舖
稻八日式火鍋炸物放題,Inahachi Shabu Shabu,4.5,$101-200,日本菜/火鍋/日式放題/咪嘥嘢食店,設有多款肉類可供選擇的火鍋放題店。最特別的是可以自製炸串如鮮蝦、冬菇及番薯等。,荃灣德海街18號富利達中心1樓
夢工房西日料理,Dream Maker Restaurant,3.5,$101-200,日本菜/自助餐/日式放題/日式西餐,,葵芳葵義路2-10號新葵芳花園好爵中心商場1樓
韓閣,Korean Loft Cafe,4,$50以下,韓國菜/韓式炸雞/咪嘥嘢食店,,荃灣路德圍運通街地下10M號舖
Goobne Chicken,,4,$101-200,韓國菜/韓式炸雞,,荃灣楊屋道1號荃新天地一期地下G29號舖
牛の鍋,Ushi Shabu,4,$101-200,日本菜/火鍋/日式放題,,荃灣荃華街3號悅來坊2樓202號舖
寿司の神,God Of Sushi,4,$801以上,日本菜/壽司/刺身/廚師發辦,老闆的偶像為日本寿司の神小野二郎，深受其啟發並以其紀錄片之名開店，希望學效其專業精神。店舖面積不大，最好先訂座。,元朗馬田路安寧大廈20-30B七號地舖
大井町日式放題,Ooimachi Japanese Buffet,4,$201-400,日本菜/日式放題,,荃灣眾安街55號大鴻輝(荃灣)中心3樓
一鳴拉麵,Amazing Ramen,4,$51-100,日本菜/拉麵/居酒屋,拉麵主要有五款湯底，麵條及麵質均可自由選擇，另有各類小食提供。,大埔運頭街20-26號廣安大廈地下E舖
ZAKS,,3.5,$201-400,西式,ZAKS是在愉景灣面積最大的食肆，單是露天位置就有五千呎，餐桌旁邊設有一艘陸上郵輪供小朋友遊玩，有免費自助雪糕機提供，共有兩層的「ZAKS」差不多每個位置都可欣賞海景，樓上雅座更是小孩禁地，十二歲以上方可在此用餐，客人可以在此欣賞對岸迪士尼煙花。菜式賣的是國際菜，包括中、西、日、泰等。,愉景灣D'Deck 地下G04及1樓103
McSorley's Ale House,,4.5,$201-400,愛爾蘭菜/咖喱/酒吧,特色愛爾蘭菜，環境佈置舒適，有分為室內及室外，門口設有美式桌球檯，也有酒吧區域。,愉景灣D'Deck地下G11A號舖
Urban City Diner,,4,$101-200,西式/麵包店/漢堡包/咖啡店,,東涌達東路20號東薈城名店倉地下20號舖
Café bord de Mer,,4,$101-200,西式/酒店餐廳,,愉景灣海澄湖畔路88號香港愉景灣酒店地下
啡寮,Valor Cheung Chau,4,$50以下,西式/咖啡店,,長洲新興街4號地下
米奇廚師餐廳,Chef Mickey,3.5,$201-400,美國菜/自助餐,餐廳提供豐盛的國際美食自助餐，米奇廚師將於每日的早餐時段，星期日及公眾假期的午餐時段，星期六、日、 公眾假期及公眾假期前夕的晚餐時段與你見面，食客可以帶上相機捕捉值得回味的難忘瞬間。,大嶼山香港迪士尼樂園迪士尼好萊塢酒店
Tai O Lookout,,3.5,$101-200,西式/咪嘥嘢食店,,大澳石仔埗街大澳文物酒店1樓
華特餐廳,Walt's Cafe,4,$201-400,西式,,大嶼山香港迪士尼樂園酒店3樓
天際咖啡室,SkyCity Bistro,3.5,$201-400,西式/自助餐/清真認證食品/酒店餐廳/咪嘥嘢食店,廚房採用開放式設計，供應各國風味美食，備有自助餐及單點菜式，即場為客人烹調。景致開揚，可眺望南中國海景色，設計格調時尚，是一家大小及商務旅客聚餐的不二之選。,赤鱲角香港國際機場航天城東路1號香港天際萬豪酒店大堂
Cafeholic,,3.5,$101-200,西式/咖啡店,,東涌富東街6號富東邨富東廣場地下23號舖
Amante Bar & Restaurant,,4,$101-200,西式/海鮮/湯品/薄餅/漢堡包,,東涌富東村富東商場地下1號舖
Solera Restaurant and Bar,,4,$101-200,西班牙菜/多國菜,,愉景灣D’Deck 1 樓101號舖
Lady M,,4,$51-100,西式/西式糕點,,赤鱲角香港國際機場一號客運大樓離港層東大堂7樓7E142A & 7E151號舖 (禁區)
B‧B 海景餐廳,BB Seaview Restaurant,3.5,$101-200,西式/西餐廳,,南丫島榕樹灣大街22號地下
火箭餐廳,Starliner Diner,3,$51-100,西式/漢堡包/快餐店,,大嶼山香港迪士尼樂園明日世界區
Coyote Mexican Cantina,,4,$101-200,墨西哥菜/串燒,位於愉景灣內的墨西哥餐廳，客人可以選擇在店內或店外用餐，更可看到海灘景觀。Nachos會在客人面前即場製作。,愉景灣D'Deck地下G08A號舖
Cali-Mex Bar & Grill,,3.5,$101-200,美國菜/墨西哥菜,,愉景灣愉景北商場地下G12號舖
Olé Olé Olé,,,$50以下,墨西哥菜,,東涌富東街6號富東廣場地下富東街市M22號舖
Mucho Gusto,,3,$51-100,墨西哥菜,,大嶼山梅窩銀運路3號梅窩中心地下9號舖
The Pudding Nouveau,,4,$101-200,法國菜/西式/甜品/糖水/雪糕/乳酪/All Day Breakfast/咖啡店,多次打入開飯每月排行榜的大坑小店，甜食代表有waffle系列，鹹食有All Day Breakfast，兩樣都正中年青一族口味。,大坑京街17A地下
Y Pasta,,4,$101-200,西式,"每天供應超過二十款特色意大利麵，並採用意大利進口麵粉新鮮製造，並有包場服務提供。                                   
                                                                                                        多款小食、沙律、薄餅、甜品、菜式豐富多樣，款式可自由配搭。                                                      
                                                                                                        
自家制甜品，每天新鲜制作。環境舒適開陽，旺區開飯之選，並有包場服務提供。",銅鑼灣駱克道459-461號The L. Square14樓
Shake Shack,,4,$51-100,美國菜/漢堡包,來自紐約街頭的人氣漢堡包店，招牌菜Shack Burger用上原塊牛排切出來的牛肉製成，肉味香濃。可配上本地或外國牌子手工啤酒，甚至紅、白酒都有。,中環港景街1號國際金融中心4樓4018號舖
L'attitude,,4,$101-200,西式/多國菜/甜品/糖水/雪糕/乳酪/日式西餐,以棉花糖雪糕著名的cafe。亦提供鹹食如意粉和拌飯。,西環堅尼地城卑路乍街68號Imperial Kennedy地下2號鋪
凡高廚房,Van Gogh Kitchen,4,$201-400,意大利菜/西式/主題餐廳,以梵高名畫『夜間咖啡店』為主題，一邊欣賞名畫，一邊品嚐美酒及享受度身訂造的意大利菜餚。,銅鑼灣軒尼詩道451-457號勝華樓2樓B室
La Vache!,,4,$201-400,法國菜/扒房,室內設計貫徹了餐廳的主題，無論牆身及餐桌佈置都將巴黎趣味十足的一面呈現。酒吧區設有12個座位，客人可選擇在此享用主餐牛排配薯條，或一邊享用餐前酒，一邊等候到共有70個座位的主用餐區。,中環蘇豪卑利街48號地舖
Cafe 2 Oyster n Grill,,4,$101-200,西式/多國菜/All Day Breakfast/咖啡店,,西環皇后大道西371號地下
La Postre,,4,$201-400,西班牙菜/甜品/糖水,有四間分店的西班牙菜餐廳，環境舒適優雅，不時推出時令主題菜式，招牌菜為芝士煎蟹餅、西班牙豬手及麻糬窩夫。,銅鑼灣銅鑼灣耀華街3-9號百樂中心19樓
LIFETASTIC,,4,$101-200,澳洲菜/西式/All Day Breakfast/西式糕點 /咖啡店,主打輕食的cafe，推介士多啤梨西瓜蛋糕，外型討好，味道酸酸甜甜。,西環石塘咀山道31-37號地下B舖
